Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Month Name,Cost
10/22/2023,Mouse,Accessories,South,7,3605,387.82,October,3217.18
8/10/2023,Smartwatch,Electronics,West,3,1656,469.28,August,1186.72
12/24/2022,Printer,Office,West,8,7072,2113.06,December,4958.94
9/4/2024,Keyboard,Accessories,South,8,5368,542.52,September,4825.48
1/22/2024,Laptop,Electronics,East,4,1356,374.79,January,981.21
6/26/2024,Printer,Office,South,6,1326,338.66,June,987.34
10/26/2024,Printer,Office,East,1,730,55.72,October,674.28
5/10/2024,Headphones,Accessories,South,4,4664,294.05,May,4369.95
12/4/2023,Laptop,Electronics,North,8,3528,593.11,December,2934.89
3/19/2023,Mouse,Accessories,West,3,1497,190.59,March,1306.41
4/21/2023,Tablet,Electronics,North,3,2628,781.94,April,1846.06
11/12/2022,Laptop,Electronics,West,4,4196,655.29,November,3540.71
8/2/2022,Monitor,Accessories,South,7,1204,317.12,August,886.88
8/23/2023,Printer,Office,West,7,7119,1555.05,August,5563.95
5/12/2024,Tablet,Electronics,West,8,1848,351.02,May,1496.98
5/24/2024,Tablet,Electronics,South,4,2232,531.12,May,1700.88
12/19/2024,Mouse,Accessories,West,6,5190,898.86,December,4291.14
1/28/2022,Smartphone,Electronics,West,3,1830,403.42,January,1426.58
1/29/2022,Mouse,Accessories,West,1,1033,302.68,January,730.32
11/1/2022,Smartwatch,Electronics,South,7,2324,611.7,November,1712.3
6/4/2023,Keyboard,Accessories,North,2,1942,235.42,June,1706.58
3/27/2022,Printer,Office,South,7,5740,1615.9,March,4124.1
10/22/2022,Smartwatch,Electronics,South,9,6435,1096.88,October,5338.12
3/29/2022,Mouse,Accessories,North,2,1168,172.18,March,995.82
8/26/2022,Tablet,Electronics,South,9,7362,441.36,August,6920.64
10/17/2023,Smartwatch,Electronics,West,2,862,105.97,October,756.03
10/25/2023,Mouse,Accessories,West,1,956,167.16,October,788.84
6/7/2022,Smartphone,Electronics,West,7,4438,770.3,June,3667.7
10/10/2023,Keyboard,Accessories,East,9,972,100,October,872
9/2/2022,Keyboard,Accessories,West,2,1816,129.24,September,1686.76
4/25/2023,Monitor,Accessories,East,4,596,105.89,April,490.11
3/24/2024,Mouse,Accessories,East,9,1233,346.9,March,886.1
1/9/2023,Headphones,Accessories,West,1,1055,88.61,January,966.39
11/13/2022,Tablet,Electronics,East,2,952,112.39,November,839.61
3/4/2023,Mouse,Accessories,West,1,312,40.47,March,271.53
2/12/2022,Tablet,Electronics,South,2,294,35.05,February,258.95
3/28/2022,Smartwatch,Electronics,North,2,474,120.91,March,353.09
6/2/2023,Camera,Electronics,East,2,788,195.15,June,592.85
5/15/2022,Mouse,Accessories,North,8,2760,156.53,May,2603.47
10/14/2023,Laptop,Electronics,North,4,908,219.79,October,688.21
10/17/2022,Smartphone,Electronics,East,1,593,133.01,October,459.99
7/16/2023,Headphones,Accessories,South,6,1698,193.42,July,1504.58
9/23/2024,Printer,Office,East,1,546,124.1,September,421.9
8/11/2022,Laptop,Electronics,West,5,4380,275.84,August,4104.16
6/11/2023,Camera,Electronics,West,4,2472,594.62,June,1877.38
4/1/2024,Smartphone,Electronics,East,4,1996,396.63,April,1599.37
12/25/2024,Camera,Electronics,West,5,2525,699.74,December,1825.26
7/5/2022,Headphones,Accessories,West,9,4041,517.23,July,3523.77
7/16/2024,Keyboard,Accessories,South,3,858,246.86,July,611.14
12/14/2022,Keyboard,Accessories,North,9,4221,1238.6,December,2982.4
2/16/2023,Tablet,Electronics,East,2,858,73.49,February,784.51
12/5/2024,Keyboard,Accessories,North,1,776,172.19,December,603.81
8/23/2023,Laptop,Electronics,North,7,3654,871.81,August,2782.19
2/14/2024,Headphones,Accessories,East,3,384,45.99,February,338.01
9/16/2023,Printer,Office,West,5,535,43.47,September,491.53
11/26/2022,Headphones,Accessories,North,9,7992,1979.53,November,6012.47
7/4/2024,Mouse,Accessories,North,7,3892,350.57,July,3541.43
2/26/2024,Tablet,Electronics,East,3,2637,468.6,February,2168.4
2/12/2024,Mouse,Accessories,South,8,8664,2349.68,February,6314.32
10/3/2023,Smartwatch,Electronics,South,6,918,116.87,October,801.13
1/17/2024,Monitor,Accessories,West,5,5625,1006.95,January,4618.05
6/2/2023,Tablet,Electronics,West,6,6030,511.7,June,5518.3
4/22/2022,Printer,Office,West,8,432,98.44,April,333.56
2/21/2024,Laptop,Electronics,South,6,1884,190.58,February,1693.42
2/21/2023,Laptop,Electronics,East,9,9225,2526.27,February,6698.73
8/4/2022,Printer,Office,North,2,954,71,August,883
2/7/2023,Smartwatch,Electronics,West,8,7072,1983.42,February,5088.58
8/7/2024,Smartphone,Electronics,North,3,342,89.67,August,252.33
2/5/2023,Printer,Office,South,4,2440,410.86,February,2029.14
1/22/2024,Mouse,Accessories,South,5,510,82.47,January,427.53
10/12/2023,Smartphone,Electronics,South,1,192,16.47,October,175.53
9/26/2023,Mouse,Accessories,East,5,3600,712.3,September,2887.7
6/1/2024,Camera,Electronics,West,7,2597,766.32,June,1830.68
8/12/2023,Camera,Electronics,East,4,772,215.62,August,556.38
8/6/2023,Mouse,Accessories,West,2,646,180.5,August,465.5
3/29/2024,Smartphone,Electronics,East,7,2947,809.46,March,2137.54
2/21/2023,Laptop,Electronics,South,5,880,255.9,February,624.1
2/11/2022,Camera,Electronics,West,3,1038,219.69,February,818.31
8/5/2024,Printer,Office,West,1,714,209.69,August,504.31
8/4/2023,Laptop,Electronics,South,4,1792,506.56,August,1285.44
8/21/2022,Headphones,Accessories,East,6,5874,1386.51,August,4487.49
8/13/2023,Smartwatch,Electronics,East,6,2496,332.08,August,2163.92
12/13/2023,Smartwatch,Electronics,West,3,795,60.34,December,734.66
1/26/2023,Smartphone,Electronics,East,7,7238,1597.03,January,5640.97
8/27/2023,Tablet,Electronics,South,1,430,83.33,August,346.67
1/10/2022,Headphones,Accessories,West,4,1728,239.64,January,1488.36
4/7/2022,Monitor,Accessories,South,3,1833,314.79,April,1518.21
10/23/2023,Monitor,Accessories,North,7,7280,1682.79,October,5597.21
3/1/2024,Smartwatch,Electronics,South,1,814,197.91,March,616.09
3/6/2023,Printer,Office,South,8,4696,410.03,March,4285.97
7/27/2023,Mouse,Accessories,South,5,1190,235.64,July,954.36
1/16/2024,Printer,Office,East,1,591,39.06,January,551.94
11/29/2023,Mouse,Accessories,North,9,8100,2203.56,November,5896.44
4/6/2024,Laptop,Electronics,South,6,1500,183.31,April,1316.69
7/26/2024,Smartwatch,Electronics,North,2,300,48.69,July,251.31
5/31/2023,Smartwatch,Electronics,North,9,1098,106.97,May,991.03
5/28/2024,Monitor,Accessories,West,4,2336,509.49,May,1826.51
10/5/2022,Camera,Electronics,North,5,410,40.96,October,369.04
10/9/2023,Mouse,Accessories,South,9,594,51.49,October,542.51
9/20/2023,Smartwatch,Electronics,East,2,218,38.93,September,179.07
3/25/2023,Tablet,Electronics,South,2,1298,123.9,March,1174.1
3/28/2024,Tablet,Electronics,North,5,895,180.64,March,714.36
7/31/2023,Keyboard,Accessories,West,4,2828,539.43,July,2288.57
11/15/2023,Tablet,Electronics,West,3,813,188.94,November,624.06
6/19/2024,Monitor,Accessories,West,4,1800,170.19,June,1629.81
7/24/2024,Tablet,Electronics,West,1,99,12.79,July,86.21
9/15/2022,Headphones,Accessories,West,8,7576,1703.42,September,5872.58
1/24/2024,Smartwatch,Electronics,East,3,1317,71.02,January,1245.98
3/21/2024,Smartwatch,Electronics,West,3,957,120.27,March,836.73
1/17/2022,Mouse,Accessories,South,4,1316,244.13,January,1071.87
12/20/2024,Headphones,Accessories,South,6,5346,351.93,December,4994.07
3/7/2023,Smartphone,Electronics,East,1,464,66.26,March,397.74
9/28/2022,Keyboard,Accessories,North,7,3752,835.34,September,2916.66
7/1/2024,Keyboard,Accessories,West,6,1962,301.57,July,1660.43
11/27/2024,Smartphone,Electronics,South,6,2310,202.98,November,2107.02
3/1/2023,Tablet,Electronics,East,4,3028,685.23,March,2342.77
7/22/2023,Monitor,Accessories,North,3,2994,877.92,July,2116.08
6/18/2024,Tablet,Electronics,South,3,3393,313.45,June,3079.55
11/8/2024,Camera,Electronics,North,3,1209,320.61,November,888.39
11/18/2022,Keyboard,Accessories,East,8,5784,1276.57,November,4507.43
3/10/2022,Laptop,Electronics,West,9,3078,285.05,March,2792.95
1/18/2024,Printer,Office,South,4,2464,602.3,January,1861.7
12/14/2024,Camera,Electronics,West,5,2445,146.6,December,2298.4
2/24/2023,Keyboard,Accessories,North,8,5312,841.13,February,4470.87
3/31/2022,Keyboard,Accessories,South,1,657,101.85,March,555.15
5/17/2024,Keyboard,Accessories,South,3,2580,173.89,May,2406.11
10/5/2022,Laptop,Electronics,East,8,4624,893.74,October,3730.26
11/22/2023,Smartwatch,Electronics,North,2,1258,146.7,November,1111.3
7/28/2024,Camera,Electronics,East,7,6468,398.23,July,6069.77
5/24/2023,Monitor,Accessories,West,3,1359,152.85,May,1206.15
11/28/2024,Laptop,Electronics,North,1,104,18.67,November,85.33
3/1/2023,Headphones,Accessories,South,3,1785,93.17,March,1691.83
6/4/2022,Monitor,Accessories,North,8,7728,1748.26,June,5979.74
5/27/2023,Smartphone,Electronics,West,6,4188,1231.16,May,2956.84
6/25/2022,Smartwatch,Electronics,South,8,3520,359.84,June,3160.16
8/12/2023,Camera,Electronics,East,3,2280,365.17,August,1914.83
7/9/2024,Printer,Office,North,9,2484,655.54,July,1828.46
4/17/2024,Tablet,Electronics,West,3,1248,348.19,April,899.81
12/12/2023,Smartwatch,Electronics,West,2,850,59.92,December,790.08
1/7/2022,Printer,Office,East,4,1412,150.13,January,1261.87
5/30/2022,Headphones,Accessories,North,1,465,26.5,May,438.5
5/28/2024,Printer,Office,West,1,293,29.58,May,263.42
1/1/2022,Tablet,Electronics,North,9,9234,2523.67,January,6710.33
12/1/2022,Tablet,Electronics,North,2,1298,239.45,December,1058.55
8/7/2024,Printer,Office,East,9,9477,2443.62,August,7033.38
5/29/2024,Printer,Office,South,7,6713,457.99,May,6255.01
4/25/2022,Laptop,Electronics,South,5,5700,999.26,April,4700.74
7/29/2024,Camera,Electronics,West,6,4146,700.46,July,3445.54
10/11/2023,Tablet,Electronics,North,8,6968,704.55,October,6263.45
9/9/2024,Camera,Electronics,East,2,1054,243.5,September,810.5
3/15/2022,Keyboard,Accessories,West,3,1983,453.09,March,1529.91
10/26/2023,Keyboard,Accessories,South,5,875,70.72,October,804.28
9/25/2023,Printer,Office,North,2,268,63.01,September,204.99
7/17/2024,Headphones,Accessories,West,6,5370,1045.1,July,4324.9
1/10/2024,Monitor,Accessories,West,8,3624,1071.43,January,2552.57
9/22/2024,Smartwatch,Electronics,West,4,1932,301.16,September,1630.84
9/5/2022,Smartphone,Electronics,North,7,6020,384.74,September,5635.26
5/2/2024,Headphones,Accessories,East,5,1775,234.67,May,1540.33
3/9/2023,Smartwatch,Electronics,West,3,1488,382.09,March,1105.91
9/21/2024,Keyboard,Accessories,East,6,6720,1113.56,September,5606.44
4/6/2022,Mouse,Accessories,East,7,5047,1356.23,April,3690.77
3/7/2022,Tablet,Electronics,East,5,3735,957.13,March,2777.87
2/26/2024,Keyboard,Accessories,East,5,1250,120.74,February,1129.26
1/11/2022,Tablet,Electronics,North,7,2751,548.05,January,2202.95
7/14/2023,Laptop,Electronics,East,9,468,58.98,July,409.02
7/6/2023,Printer,Office,North,4,632,114.82,July,517.18
9/15/2022,Keyboard,Accessories,South,7,798,219.2,September,578.8
1/28/2022,Smartwatch,Electronics,South,5,1295,104.26,January,1190.74
12/10/2024,Camera,Electronics,West,4,3360,540.38,December,2819.62
6/11/2023,Camera,Electronics,North,5,995,206.95,June,788.05
12/20/2024,Smartwatch,Electronics,East,5,550,28.72,December,521.28
2/27/2023,Monitor,Accessories,West,8,5384,724.8,February,4659.2
11/19/2023,Printer,Office,East,3,3534,489.06,November,3044.94
2/20/2024,Smartphone,Electronics,West,9,6813,890.05,February,5922.95
11/27/2023,Smartwatch,Electronics,East,6,5508,1632.37,November,3875.63
1/27/2022,Headphones,Accessories,East,1,966,202.53,January,763.47
7/4/2024,Mouse,Accessories,South,4,460,92.24,July,367.76
6/26/2023,Smartphone,Electronics,North,6,7026,459.4,June,6566.6
5/24/2024,Smartphone,Electronics,South,5,910,116.47,May,793.53
8/22/2022,Monitor,Accessories,West,9,5796,1729.18,August,4066.82
9/28/2022,Monitor,Accessories,North,3,1050,292.64,September,757.36
5/28/2024,Mouse,Accessories,West,1,1043,151.13,May,891.87
10/8/2022,Printer,Office,South,3,3330,503.85,October,2826.15
1/19/2022,Mouse,Accessories,East,8,1896,448.53,January,1447.47
4/29/2023,Camera,Electronics,West,5,5170,1248.66,April,3921.34
4/24/2023,Printer,Office,North,2,466,25.04,April,440.96
6/15/2023,Mouse,Accessories,North,8,6032,1636.61,June,4395.39
3/22/2023,Camera,Electronics,South,1,1084,103.06,March,980.94
9/20/2023,Keyboard,Accessories,North,2,490,45.34,September,444.66
6/30/2022,Monitor,Accessories,North,6,558,57.01,June,500.99
2/18/2024,Monitor,Accessories,East,4,4024,787.06,February,3236.94
2/2/2023,Mouse,Accessories,East,4,1560,461.15,February,1098.85
3/8/2024,Laptop,Electronics,North,1,126,26.62,March,99.38
10/8/2023,Mouse,Accessories,South,7,4921,827.87,October,4093.13
10/10/2023,Headphones,Accessories,West,5,2665,532.76,October,2132.24
4/5/2023,Headphones,Accessories,South,4,200,58.42,April,141.58
8/1/2024,Smartwatch,Electronics,East,2,186,32.48,August,153.52
10/12/2024,Monitor,Accessories,South,8,5456,898.06,October,4557.94
7/29/2022,Smartwatch,Electronics,West,9,3321,540.67,July,2780.33
2/13/2024,Headphones,Accessories,North,7,3766,914.49,February,2851.51
5/7/2022,Keyboard,Accessories,West,6,3150,498.63,May,2651.37
5/19/2022,Laptop,Electronics,East,2,646,110.13,May,535.87
8/12/2022,Smartphone,Electronics,South,5,2665,369.73,August,2295.27
10/13/2023,Smartwatch,Electronics,North,9,1467,384.22,October,1082.78
7/5/2024,Tablet,Electronics,North,7,4620,990.79,July,3629.21
3/17/2023,Tablet,Electronics,West,8,1184,148.69,March,1035.31
11/1/2023,Camera,Electronics,East,1,113,20.07,November,92.93
10/2/2024,Printer,Office,East,8,3336,492.76,October,2843.24
4/9/2023,Smartphone,Electronics,South,4,4224,477.33,April,3746.67
7/9/2022,Headphones,Accessories,North,3,1098,144.24,July,953.76
3/10/2024,Camera,Electronics,South,8,4400,351.82,March,4048.18
5/8/2022,Printer,Office,North,8,5616,723.42,May,4892.58
3/2/2024,Printer,Office,North,7,4676,520.38,March,4155.62
7/19/2022,Smartwatch,Electronics,North,2,2370,641.23,July,1728.77
1/24/2023,Mouse,Accessories,West,7,4487,688.76,January,3798.24
10/1/2024,Camera,Electronics,North,6,6384,1754.15,October,4629.85
3/30/2023,Keyboard,Accessories,South,8,2960,878.11,March,2081.89
3/24/2022,Smartwatch,Electronics,East,1,897,250.78,March,646.22
3/25/2023,Smartphone,Electronics,East,2,1178,120.51,March,1057.49
1/20/2023,Smartwatch,Electronics,East,2,1026,64.51,January,961.49
5/22/2022,Printer,Office,South,1,1148,89.04,May,1058.96
2/15/2023,Printer,Office,West,7,3185,765.41,February,2419.59
3/3/2022,Smartphone,Electronics,East,7,5180,463.35,March,4716.65
11/2/2022,Headphones,Accessories,South,5,2025,295.13,November,1729.87
12/24/2024,Tablet,Electronics,North,9,1359,187.72,December,1171.28
3/30/2023,Camera,Electronics,South,4,1836,462.52,March,1373.48
12/3/2022,Tablet,Electronics,West,2,702,112.04,December,589.96
12/7/2024,Smartphone,Electronics,West,8,6576,1337.38,December,5238.62
3/7/2024,Smartwatch,Electronics,West,2,1428,398.24,March,1029.76
1/8/2023,Camera,Electronics,North,7,6853,1259.03,January,5593.97
5/16/2022,Camera,Electronics,West,2,1492,276.56,May,1215.44
4/29/2024,Printer,Office,North,6,1938,146.73,April,1791.27
1/8/2023,Camera,Electronics,South,5,905,70.91,January,834.09
2/25/2022,Printer,Office,North,3,2571,510.01,February,2060.99
4/8/2024,Tablet,Electronics,West,4,1500,127.81,April,1372.19
3/17/2023,Smartwatch,Electronics,South,9,8712,1034.27,March,7677.73
7/23/2024,Monitor,Accessories,East,4,1308,368.28,July,939.72
3/6/2024,Smartphone,Electronics,South,4,2648,707.32,March,1940.68
3/18/2022,Camera,Electronics,South,9,9810,1666.96,March,8143.04
5/3/2024,Headphones,Accessories,North,3,3291,274.1,May,3016.9
9/22/2022,Smartwatch,Electronics,North,1,758,96.44,September,661.56
9/29/2022,Keyboard,Accessories,East,7,2436,715.14,September,1720.86
6/1/2024,Smartwatch,Electronics,North,7,560,163.16,June,396.84
10/20/2022,Smartphone,Electronics,West,8,4240,519.72,October,3720.28
9/5/2024,Monitor,Accessories,East,8,5416,403.52,September,5012.48
7/16/2023,Smartphone,Electronics,East,8,1728,477.7,July,1250.3
7/15/2023,Keyboard,Accessories,West,9,6309,801.15,July,5507.85
8/8/2023,Keyboard,Accessories,North,8,3400,758.57,August,2641.43
4/29/2022,Laptop,Electronics,East,1,403,72.45,April,330.55
12/17/2022,Keyboard,Accessories,South,4,2108,375.62,December,1732.38
9/30/2022,Headphones,Accessories,West,2,1090,296.12,September,793.88
11/6/2022,Keyboard,Accessories,North,7,1274,317.92,November,956.08
4/11/2024,Mouse,Accessories,South,3,1056,70.54,April,985.46
6/1/2023,Mouse,Accessories,North,9,5247,921.09,June,4325.91
11/6/2023,Mouse,Accessories,West,7,6006,1595.22,November,4410.78
1/18/2024,Monitor,Accessories,West,5,5415,1261.65,January,4153.35
2/24/2022,Smartphone,Electronics,West,1,632,81.54,February,550.46
1/31/2024,Printer,Office,West,8,6160,947.96,January,5212.04
5/26/2023,Printer,Office,South,1,857,172.91,May,684.09
1/28/2023,Tablet,Electronics,East,1,169,22.99,January,146.01
10/1/2023,Tablet,Electronics,West,7,1463,175.13,October,1287.87
12/18/2022,Camera,Electronics,East,8,7528,1283.07,December,6244.93
12/24/2022,Smartwatch,Electronics,West,2,1158,227.61,December,930.39
6/17/2022,Monitor,Accessories,West,4,200,20.25,June,179.75
1/1/2023,Smartphone,Electronics,West,2,1514,180.67,January,1333.33
7/7/2024,Smartwatch,Electronics,South,7,2632,738.93,July,1893.07
7/31/2022,Keyboard,Accessories,North,1,358,77.84,July,280.16
6/4/2023,Camera,Electronics,East,8,2360,653.3,June,1706.7
8/29/2023,Keyboard,Accessories,South,5,5275,594.29,August,4680.71
4/6/2023,Monitor,Accessories,East,9,1719,251.85,April,1467.15
2/4/2023,Smartphone,Electronics,West,6,1956,434.03,February,1521.97
8/27/2022,Keyboard,Accessories,West,3,1875,152.07,August,1722.93
6/13/2022,Monitor,Accessories,South,4,984,157.72,June,826.28
8/20/2023,Camera,Electronics,South,4,3616,789.63,August,2826.37
10/18/2024,Tablet,Electronics,West,5,4560,1180.8,October,3379.2
9/14/2024,Smartphone,Electronics,West,8,7496,2019.32,September,5476.68
8/17/2022,Camera,Electronics,North,5,5070,889.97,August,4180.03
4/21/2022,Smartwatch,Electronics,North,5,4505,1351.28,April,3153.72
1/13/2022,Tablet,Electronics,South,2,1916,503.83,January,1412.17
8/28/2024,Camera,Electronics,West,7,8113,1103.57,August,7009.43
8/13/2022,Laptop,Electronics,North,9,1809,392.44,August,1416.56
9/1/2023,Laptop,Electronics,South,3,1227,229.75,September,997.25
7/20/2023,Laptop,Electronics,South,6,2040,124.65,July,1915.35
12/22/2022,Tablet,Electronics,West,6,6324,629.2,December,5694.8
3/25/2023,Printer,Office,North,3,2724,521.24,March,2202.76
5/14/2023,Laptop,Electronics,South,1,1188,110.32,May,1077.68
1/23/2024,Keyboard,Accessories,East,8,8776,1561.07,January,7214.93
3/25/2023,Laptop,Electronics,South,9,5553,1432.76,March,4120.24
8/27/2022,Smartphone,Electronics,South,2,970,262.19,August,707.81
7/15/2022,Keyboard,Accessories,South,5,940,56.7,July,883.3
7/8/2024,Printer,Office,East,1,1175,171.51,July,1003.49
11/7/2022,Laptop,Electronics,East,9,4860,1425.54,November,3434.46
10/18/2022,Headphones,Accessories,North,1,987,207.69,October,779.31
5/17/2024,Camera,Electronics,East,7,2968,485.13,May,2482.87
3/9/2022,Mouse,Accessories,East,3,2172,364.77,March,1807.23
1/1/2022,Headphones,Accessories,South,7,3941,628.96,January,3312.04
6/22/2022,Headphones,Accessories,North,7,2261,566.36,June,1694.64
7/15/2022,Smartwatch,Electronics,West,9,8802,2519.93,July,6282.07
3/15/2023,Printer,Office,South,5,3025,172.43,March,2852.57
1/16/2022,Printer,Office,North,4,4428,600.55,January,3827.45
10/28/2024,Mouse,Accessories,West,9,7344,1417.84,October,5926.16
8/23/2024,Keyboard,Accessories,East,4,2236,167.78,August,2068.22
11/24/2024,Smartphone,Electronics,South,8,536,57.08,November,478.92
10/20/2024,Monitor,Accessories,North,5,1980,249.22,October,1730.78
1/26/2022,Printer,Office,East,6,2100,202.86,January,1897.14
4/16/2023,Smartwatch,Electronics,West,3,1497,122.76,April,1374.24
7/18/2024,Laptop,Electronics,North,6,4200,1013.7,July,3186.3
11/21/2022,Headphones,Accessories,South,2,1242,191.82,November,1050.18
11/29/2022,Smartwatch,Electronics,South,5,1570,312.81,November,1257.19
7/1/2023,Monitor,Accessories,East,4,428,86.62,July,341.38
2/2/2023,Printer,Office,South,1,914,270.74,February,643.26
12/13/2024,Tablet,Electronics,North,3,465,98.93,December,366.07
8/27/2022,Smartwatch,Electronics,North,2,1062,83.49,August,978.51
5/26/2022,Camera,Electronics,South,8,8720,1984.11,May,6735.89
2/4/2024,Mouse,Accessories,South,6,1308,343.61,February,964.39
12/12/2024,Headphones,Accessories,South,9,8514,1291.97,December,7222.03
2/7/2023,Tablet,Electronics,North,2,1212,151.07,February,1060.93
4/24/2023,Headphones,Accessories,West,4,2576,503.57,April,2072.43
9/26/2023,Keyboard,Accessories,East,8,4800,606.19,September,4193.81
10/2/2022,Smartwatch,Electronics,East,5,1440,274.54,October,1165.46
9/12/2022,Smartwatch,Electronics,North,9,10251,737.45,September,9513.55
1/18/2023,Smartphone,Electronics,North,7,3038,570.98,January,2467.02
11/24/2022,Monitor,Accessories,West,9,6993,1945.56,November,5047.44
3/7/2024,Monitor,Accessories,East,4,1632,247.88,March,1384.12
10/7/2024,Keyboard,Accessories,East,9,5706,1704.8,October,4001.2
8/29/2022,Camera,Electronics,North,9,9657,1187.22,August,8469.78
1/31/2022,Smartwatch,Electronics,East,5,4405,450.83,January,3954.17
12/14/2023,Keyboard,Accessories,East,4,1720,360.78,December,1359.22
8/13/2023,Camera,Electronics,South,7,4557,234.62,August,4322.38
12/12/2024,Headphones,Accessories,West,7,2380,431.43,December,1948.57
2/11/2022,Headphones,Accessories,North,8,456,74.99,February,381.01
11/16/2023,Camera,Electronics,East,6,6534,355.03,November,6178.97
3/4/2022,Smartphone,Electronics,North,6,3456,307.46,March,3148.54
6/29/2022,Keyboard,Accessories,West,9,8163,2352.46,June,5810.54
8/28/2023,Headphones,Accessories,North,6,4656,601.71,August,4054.29
9/16/2022,Smartphone,Electronics,West,2,966,241.54,September,724.46
12/2/2022,Mouse,Accessories,East,4,2580,669.67,December,1910.33
10/2/2022,Camera,Electronics,South,9,8127,1906.5,October,6220.5
5/19/2022,Smartwatch,Electronics,South,4,2128,614.05,May,1513.95
6/5/2022,Smartphone,Electronics,South,9,6417,1100.52,June,5316.48
6/11/2022,Keyboard,Accessories,East,7,3997,494.78,June,3502.22
3/14/2023,Laptop,Electronics,West,1,879,149.52,March,729.48
11/17/2023,Laptop,Electronics,North,3,2415,538.39,November,1876.61
9/27/2024,Camera,Electronics,West,4,1064,314.84,September,749.16
2/17/2022,Mouse,Accessories,South,4,1156,326.92,February,829.08
5/12/2022,Smartphone,Electronics,North,1,1184,218.27,May,965.73
2/5/2022,Keyboard,Accessories,South,3,1950,211.16,February,1738.84
8/29/2022,Laptop,Electronics,South,4,1088,295.09,August,792.91
12/4/2023,Printer,Office,South,6,4380,522.3,December,3857.7
4/20/2024,Camera,Electronics,South,1,998,196.17,April,801.83
5/25/2024,Smartphone,Electronics,East,6,5766,675.17,May,5090.83
10/9/2024,Tablet,Electronics,West,6,3120,274.65,October,2845.35
3/7/2022,Printer,Office,East,7,637,68.11,March,568.89
10/26/2023,Laptop,Electronics,West,6,3306,697.74,October,2608.26
5/31/2022,Monitor,Accessories,South,6,7020,726.72,May,6293.28
9/16/2022,Camera,Electronics,South,7,5971,502.14,September,5468.86
11/22/2023,Laptop,Electronics,North,2,750,77.68,November,672.32
4/26/2024,Tablet,Electronics,North,3,2379,523,April,1856
8/21/2022,Camera,Electronics,North,1,699,108.94,August,590.06
1/16/2023,Camera,Electronics,West,9,6876,1895.24,January,4980.76
2/2/2022,Monitor,Accessories,North,8,1800,494.02,February,1305.98
7/11/2024,Tablet,Electronics,South,5,1255,236.25,July,1018.75
6/4/2022,Smartwatch,Electronics,East,9,1998,343.58,June,1654.42
11/26/2022,Headphones,Accessories,East,1,307,80.19,November,226.81
6/25/2024,Printer,Office,West,1,235,54.87,June,180.13
11/1/2023,Monitor,Accessories,South,6,1506,407.73,November,1098.27
10/26/2024,Tablet,Electronics,North,8,2464,216.51,October,2247.49
5/12/2023,Smartwatch,Electronics,South,2,322,42.03,May,279.97
3/4/2023,Printer,Office,West,4,1100,100.02,March,999.98
3/8/2022,Keyboard,Accessories,South,4,2188,265.54,March,1922.46
12/22/2023,Printer,Office,West,9,2934,473.34,December,2460.66
11/4/2022,Headphones,Accessories,South,8,9224,514.06,November,8709.94
12/15/2022,Monitor,Accessories,East,4,2436,142.81,December,2293.19
9/23/2022,Smartwatch,Electronics,West,4,972,97.55,September,874.45
10/3/2024,Laptop,Electronics,South,6,5484,540.4,October,4943.6
10/17/2024,Camera,Electronics,West,8,3152,337.36,October,2814.64
3/22/2024,Keyboard,Accessories,East,8,6032,870.17,March,5161.83
4/10/2023,Camera,Electronics,West,7,6384,1324.49,April,5059.51
7/10/2023,Printer,Office,East,5,3705,707.08,July,2997.92
11/4/2022,Smartwatch,Electronics,South,6,5580,394.03,November,5185.97
4/16/2022,Camera,Electronics,East,2,1236,120.74,April,1115.26
4/2/2023,Camera,Electronics,North,8,7040,1969.93,April,5070.07
6/11/2024,Camera,Electronics,East,9,909,138.04,June,770.96
12/26/2024,Mouse,Accessories,South,1,106,7.24,December,98.76
11/12/2024,Smartwatch,Electronics,South,1,281,67.85,November,213.15
9/25/2022,Camera,Electronics,East,6,6768,1851.01,September,4916.99
3/7/2023,Laptop,Electronics,West,6,4302,276.35,March,4025.65
11/19/2022,Smartphone,Electronics,North,9,7146,2125.44,November,5020.56
2/16/2023,Smartphone,Electronics,South,3,582,48.08,February,533.92
8/1/2024,Headphones,Accessories,North,6,576,162.75,August,413.25
9/24/2023,Keyboard,Accessories,South,5,4265,796.12,September,3468.88
6/24/2023,Smartwatch,Electronics,East,8,5368,333.53,June,5034.47
12/4/2023,Headphones,Accessories,South,1,314,66.23,December,247.77
12/24/2024,Tablet,Electronics,West,6,2676,646.7,December,2029.3
2/13/2022,Laptop,Electronics,North,4,3384,947.52,February,2436.48
7/20/2023,Mouse,Accessories,West,6,3186,794.94,July,2391.06
12/20/2024,Smartwatch,Electronics,South,4,1832,528.69,December,1303.31
11/2/2024,Printer,Office,South,8,4784,769.91,November,4014.09
2/16/2024,Tablet,Electronics,West,1,381,63.18,February,317.82
11/29/2022,Smartphone,Electronics,South,9,4527,677.34,November,3849.66
5/25/2022,Printer,Office,South,4,1612,240.42,May,1371.58
10/4/2023,Printer,Office,East,2,1918,435.56,October,1482.44
1/4/2024,Camera,Electronics,East,1,179,42.37,January,136.63
5/31/2024,Smartwatch,Electronics,West,3,3153,224.29,May,2928.71
